id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,return_on_capital_employed_pct,return_on_assets_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score,created_at,sector,sub_sector,index_weight_pct,sales,interest,net_profit,price_date,close_price,pe,pb,dividend_yield,icr_label,year_int,prev_de,de_declining_yoy,sales_3y_ago,revenue_cagr_3yr,fcf_cagr_5yr,cfo_pat_ratio,fcf_positive,roe_score,roce_score,npm_score,fcf_cagr_score,cfo_pat_score,fcf_flag_score,rev_cagr_score,pat_cagr_score,de_score,icr_score,overall_rank
597,INDUSINDBK,Mar 2024,19.56,38.55,14.25,3.56,1.74,6.89,1.88,0.09,-17468.0,625.0,115.0,807.16,14.0,432404.0,-16843.0,15.5,22.08,15.9,28.3,2026-08-15 07:01:10,Financials,Private Banks,2.54,45748.0,9388.0,8950.0,2024-03-01,6975.02,60.65,8.64,0.23,Watch,2024.0,7.06,True,29000.0,16.41,,-1.8819,0.0,21.858965925536115,0.6610535105420641,58.50697956706452,54.03364581995634,38.361431978971005,0.0,30.56190787324402,21.909442955019358,18.998354102986134,0.31951469516231257,80
338,DABUR,Mar 2024,14.6,19.35,18.36,21.37,11.98,0.14,23.24,0.82,1042.0,971.0,10.0,55.74,53.0,1365.0,2013.0,7.81,4.6,4.56,28.07,2026-08-15 07:01:10,Consumer Staples,Personal Products,2.4,12404.0,124.0,1811.0,2024-03-01,2080.56,208.06,37.33,0.25,Strong,2024.0,0.13,False,9562.0,9.06,-10.72,1.1115,1.0,20.30249388243869,5.426387293539825,61.69084217363064,20.570312499999996,27.586206896551705,100.0,6.931702344546376,0.0,64.73988439306359,5.953052770606948,81
442,GRASIM,Mar 2024,7.58,20.76,11.2,12.04,2.41,1.55,3.02,0.32,-33833.0,23114.0,85.0,1333.13,12.0,137155.0,-10719.0,11.15,29.31,27.73,27.57,2026-08-15 07:01:10,Industrials,Diversified Industrials,2.61,130978.0,9277.0,9926.0,2024-03-01,9973.35,117.33,7.48,0.1,Healthy,2024.0,1.31,False,76404.0,19.68,,-1.0799,0.0,0.0873502352279295,0.06476964848008183,19.4960093265178,67.37061451842354,28.335056392079082,0.0,32.314261315115274,93.4823826828883,0.7782101167315182,0.1336412390550942,82
673,JINDALSTEL,Mar 2024,11.8,20.26,13.41,16.78,7.55,0.37,8.0,0.64,-2336.0,8344.0,58.0,443.16,3.0,16472.0,6008.0,1.4,,,26.08,2026-08-15 07:01:10,Materials,Steel,1.41,50354.0,1294.0,5943.0,2024-03-01,7401.79,127.62,16.7,0.02,Strong,2024.0,0.34,False,34579.0,13.35,,1.0109,0.0,28.657728009429785,2.2995875275159765,58.61018826135105,16.625018374246654,13.057711862304995,0.0,0.0,49.97958350347079,65.3927813163482,7.095018196275113,83
1098,TECHM,Mar 2024,4.61,8.67,8.99,15.43,5.56,0.1,13.86,1.21,5058.0,1318.0,24.0,302.37,150.0,2537.0,6376.0,8.4,-10.99,-11.42,23.89,2026-08-15 07:01:10,Information Technology,IT Services,2.39,51996.0,392.0,2397.0,2024-03-01,5030.67,209.61,16.64,0.72,Strong,2024.0,0.1,False,37855.0,11.16,16.79,2.66,1.0,0.0,0.0,0.0,59.24796747967479,100.0,100.0,0.0,0.0,0.0,0.0,84
800,MOTHERSON,Mar 2024,3.06,9.45,11.55,20.23,3.59,0.76,5.22,1.17,925.0,6644.0,4.0,38.58,20.0,19922.0,7569.0,9.21,7.56,5.92,23.29,2026-08-15 07:01:10,Consumer Discretionary,Auto Ancillaries,3.39,98692.0,1811.0,3020.0,2024-03-01,2590.68,647.67,67.15,0.03,Strong,2024.0,0.61,False,57370.0,19.82,-1.43,2.5063,1.0,0.0,2.7273328702325412,0.0,2.984484198496769,99.99999999999999,100.0,21.172460804362647,0.0,54.052407068860454,0.9064140769121612,85
702,JSWSTEEL,Mar 2024,5.13,16.09,11.55,17.0,3.94,1.13,3.66,0.77,-2389.0,14467.0,36.0,254.65,25.0,87984.0,12078.0,15.6,3.59,2.38,21.36,2026-08-15 07:01:10,Materials,Steel,4.49,175006.0,8105.0,8973.0,2024-03-01,855.51,23.76,3.36,1.05,Healthy,2024.0,1.23,True,79839.0,29.9,,1.346,0.0,21.806394577869455,2.534675471778761,12.444629014396451,16.625018374246654,40.76039780759405,0.0,100.0,0.0,0.0,0.4587296247591666,86
1072,TATASTEEL,Mar 2024,-2.14,9.71,-5.33,12.42,-1.82,0.95,2.16,0.85,6048.0,14253.0,-4.0,73.81,-101.0,87082.0,20301.0,7.77,,,20.52,2026-08-15 07:01:10,Materials,Steel,1.01,229171.0,7508.0,-4910.0,2024-03-01,3610.97,,48.92,0.11,Healthy,2024.0,0.82,False,156294.0,13.61,,,1.0,0.0,0.0,0.0,16.625018374246654,34.37828096194705,100.0,42.07463884430176,49.97958350347079,3.8216560509554176,0.0,87
1150,TVSMOTOR,Mar 2024,4.54,14.05,26.22,16.77,4.23,3.83,2.91,0.93,-2254.0,1001.0,36.0,,23.0,26006.0,-1253.0,14.19,19.67,19.14,19.59,2026-08-15 07:01:10,Consumer Discretionary,Two Wheelers,2.16,39145.0,1928.0,1779.0,2024-03-01,7127.55,197.99,,0.12,Healthy,2024.0,4.06,True,19421.0,26.32,,-0.7043,0.0,51.80182124206982,0.0,0.0,28.170190321304556,0.0,0.0,55.119291070211304,20.85504626183132,0.0,0.0,88
429,GODREJCP,Mar 2024,-3.98,20.98,-4.45,18.69,-3.05,0.26,2.41,0.77,-1365.0,3435.0,-5.0,123.51,,3222.0,2070.0,6.45,,,18.9,2026-08-15 07:01:10,Consumer Staples,Personal Products,0.89,14096.0,310.0,-561.0,2024-03-01,6502.41,,52.65,,Healthy,2024.0,0.08,False,11029.0,8.52,,,0.0,0.0,2.7726066463342183,0.0,51.3203125,35.37583726122547,0.0,0.0,43.77583830960037,30.05780346820811,0.0,89
234,BHEL,Mar 2024,1.18,2.98,1.15,2.14,0.47,0.36,1.59,0.4,-2382.0,1331.0,1.0,70.22,31.0,8856.0,-3713.0,-4.73,-22.4,-19.73,17.9,2026-08-15 07:01:10,Industrials,Capital Goods,1.24,23893.0,828.0,282.0,2024-03-01,3088.41,3088.41,43.98,0.01,Watch,2024.0,0.22,False,17309.0,11.34,,-13.1667,0.0,0.0,0.0,0.0,67.37061451842354,0.0,0.0,0.0,0.0,77.95071335927366,0.0,90
774,M&M,Mar 2024,8.82,17.9,18.54,14.24,5.23,1.64,3.76,0.59,-11245.0,5615.0,91.0,594.17,21.0,108647.0,-5630.0,5.84,15.32,16.18,10.76,2026-08-15 07:01:10,Consumer Discretionary,Automobiles,3.95,139078.0,7488.0,12270.0,2024-03-01,6047.88,66.46,10.18,0.32,Healthy,2024.0,1.64,False,74278.0,23.25,,-0.4588,0.0,18.656941866988902,0.0,23.795855100752046,28.170190321304556,0.0,0.0,0.0,13.14474104009358,0.4265691651432125,0.0,91
